City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,buturlinovka,50.8239,40.6092,24.51,56,0,6.56,RU,1691358729
297,pale,43.8161,18.5694,9.86,100,0,0.51,BA,1691358729
298,turkestan,43.3333,68.25,24.35,43,28,2.52,KZ,1691358730
299,taoudenni,22.6783,-3.9836,41.05,8,5,4.83,ML,1691358730
300,amga,60.8953,131.9608,16.88,50,10,1.74,RU,1691358731
301,lobva,59.1854,60.5185,16.56,98,82,1.8,RU,1691358731
302,xinyuan,37.3,99.0,4.22,90,12,0.91,CN,1691358732
303,nuuk,64.1835,-51.7216,7.32,80,1,6.54,GL,1691358732
304,itoman,26.1247,127.6694,27.01,94,75,14.4,JP,1691358723
305,burang,30.25,81.1667,11.85,80,100,1.61,CN,1691358733
306,sokoni,-6.4333,39.55,24.57,80,6,6.43,TZ,1691358733
307,badger,64.8,-147.5333,25.55,43,100,1.54,US,1691358734
308,naze,28.3667,129.4833,25.51,90,100,16.68,JP,1691358734
309,bandarbeyla,9.4942,50.8122,24.36,80,83,13.37,SO,1691358734
310,chichiriviche,10.9333,-68.2772,28.5,81,59,6.7,VE,1691358735
311,lakhipur,26.0299,90.3041,25.82,96,100,2.07,IN,1691358735
312,puerto colombia,10.9878,-74.9547,32.05,82,18,9.43,CO,1691358736
313,kiffa,16.6166,-11.4045,36.11,39,78,6.18,MR,1691358467
314,tual,-5.6667,132.75,25.52,82,6,10.17,ID,1691358737
315,montepuez,-13.1256,38.9997,18.05,80,8,2.42,MZ,1691358737
316,shingu,33.7333,135.9833,26.17,93,99,4.26,JP,1691358618
317,laguna,38.421,-121.4238,40.19,23,0,5.66,US,1691358738
318,qamdo,31.1667,97.2333,6.61,77,91,1.7,CN,1691358738
319,fale old settlement,-9.3852,-171.2468,28.65,71,75,5.1,TK,1691358739
320,caleta olivia,-46.4393,-67.5281,4.51,40,6,5.28,AR,1691358739
321,san jose de feliciano,-30.3845,-58.7517,26.43,41,18,3.23,AR,1691358740
322,san angelo,31.4638,-100.437,42.19,18,0,4.02,US,1691358740
323,laibin,23.7,109.2667,25.67,92,99,2.71,CN,1691358740
324,belyayevka,51.3974,56.4096,19.26,59,46,3.27,RU,1691358741
325,petropavlovsk-kamchatsky,53.0452,158.6483,15.33,100,75,2.0,RU,1691358741
326,broome,42.2506,-75.833,30.34,53,0,1.34,US,1691358742
327,nogliki,51.8333,143.1667,15.4,77,7,3.66,RU,1691358742
328,remire-montjoly,4.9167,-52.2667,29.02,74,0,4.63,GF,1691358742
329,karpenisi,38.9167,21.7833,11.12,88,0,1.37,GR,1691358743
330,tenenkou,14.4572,-4.9169,27.69,62,100,4.18,ML,1691358743
331,amursk,50.2261,136.8994,17.03,60,0,1.5,RU,1691358743
332,camana,-16.6228,-72.7111,18.59,78,36,4.02,PE,1691358744
333,sterling,39.0062,-77.4286,30.07,74,75,3.09,US,1691358484
334,ryotsu-minato,38.0833,138.4333,28.45,78,86,2.78,JP,1691358670
335,nevel'sk,46.6733,141.8633,15.74,71,0,1.39,RU,1691358745
336,kill devil hills,36.0307,-75.676,29.0,74,0,4.12,US,1691358745
337,ves'yegonsk,58.664,37.2604,20.96,85,0,2.45,RU,1691358746
338,grants pass,42.439,-123.3284,33.44,28,0,4.63,US,1691358746
339,new norfolk,-42.7826,147.0587,5.51,96,15,1.3,AU,1691358747
340,la foa,-21.7108,165.8276,20.27,64,41,3.02,NC,1691358747
341,palikir - national government center,6.9248,158.1611,27.59,76,100,5.49,FM,1691358747
342,tolanaro,-25.0319,46.9987,19.04,88,75,7.2,MG,1691358748
343,alta,69.9689,23.2717,10.66,78,62,1.54,NO,1691358748
344,lagoa,39.05,-27.9833,22.61,75,24,2.24,PT,1691358748
345,coahuayana de hidalgo,18.7,-103.6583,31.99,62,100,2.86,MX,1691358749
346,saipan,15.1355,145.701,29.25,100,40,0.45,MP,1691358749
347,dalandzadgad,43.5708,104.425,23.51,21,1,3.77,MN,1691358750
348,aasiaat,68.7098,-52.8699,4.08,72,35,3.17,GL,1691358751
349,fuerte olimpo,-21.0415,-57.8738,32.77,24,47,3.17,PY,1691358751
350,ipu,-4.3222,-40.7108,27.52,39,9,0.83,BR,1691358752
351,novoagansk,61.9449,76.6625,14.83,58,5,3.14,RU,1691358752
352,priozersk,61.0393,30.1291,20.05,96,28,3.98,RU,1691358752
353,baki,-7.6128,110.7839,21.37,93,10,2.35,ID,1691358516
354,collie,-33.3667,116.15,9.66,97,3,1.78,AU,1691358754
355,santa cruz,-17.8,-63.1667,31.03,55,0,11.83,BO,1691358754
356,cidade velha,14.9167,-23.6167,27.26,74,75,5.66,CV,1691358755
357,choma,-16.8065,26.9531,12.61,76,0,1.77,ZM,1691358672
358,portland,45.5234,-122.6762,29.76,52,75,2.57,US,1691358755
359,chilliwack,49.1747,-121.9443,29.09,56,89,4.92,CA,1691358756
360,shwebo,22.5667,95.7,25.17,84,100,6.93,MM,1691358756
361,orange beach,30.2944,-87.5736,36.19,64,20,7.72,US,1691358757
362,el charco,2.4769,-78.1105,27.25,84,100,3.86,CO,1691358757
363,hasaki,35.7333,140.8333,30.17,88,12,4.18,JP,1691358757
364,timaru,-44.4,171.25,6.71,97,51,1.73,NZ,1691358758
365,saudarkrokur,65.7461,-19.6394,10.82,75,81,1.4,IS,1691358758
366,temirlanovka,42.5994,69.2633,22.77,52,42,2.99,KZ,1691358759
367,flying fish cove,-10.4217,105.6791,23.82,94,100,4.63,CX,1691358759
368,la passe,45.5549,-0.8967,17.21,81,62,4.32,FR,1691358759
369,i-n-salah,27.1935,2.4607,37.38,12,0,7.26,DZ,1691358760
370,feodosiya,45.0333,35.3833,24.51,89,0,4.17,UA,1691358760
371,kourou,5.1552,-52.6478,29.03,83,8,4.94,GF,1691358761
372,albu kamal,34.45,40.9186,33.03,28,0,5.91,SY,1691358761
373,broadstairs,51.3591,1.4394,15.88,72,24,0.89,GB,1691358762
374,yen vinh,18.6667,105.6667,25.5,79,100,2.21,VN,1691358626
375,canutama,-6.5339,-64.3831,32.28,39,76,1.57,BR,1691358762
376,paraiso,9.8383,-83.8656,26.48,73,100,2.17,CR,1691358763
377,qurayyat,31.3318,37.3428,26.1,31,0,3.6,SA,1691358763
378,rebola,3.7167,8.8333,22.62,94,20,4.12,GQ,1691358763
379,vila do maio,15.1333,-23.2167,27.44,78,100,3.82,CV,1691358764
380,"laikit, laikit ii (dimembe)",1.4792,124.9735,23.47,78,20,1.54,ID,1691358764
381,nar'yan-mar,67.6713,53.087,13.47,96,13,3.39,RU,1691358765
382,kralendijk,12.15,-68.2667,31.99,66,0,8.75,BQ,1691358765
383,carnarvon,-24.8667,113.6333,20.7,70,87,1.89,AU,1691358663
384,inari,68.906,27.0288,12.11,86,54,1.39,FI,1691358766
385,gevas,38.2968,43.1083,20.96,42,16,1.35,TR,1691358767
386,kalmunai,7.4167,81.8167,26.0,83,97,2.92,LK,1691358492
387,umba,66.6871,34.3429,11.78,91,85,3.53,RU,1691358768
388,ulsteinvik,62.3432,5.8487,15.42,81,100,6.26,NO,1691358768
389,cuiaba,-15.5961,-56.0967,35.96,24,0,1.54,BR,1691358768
390,puerto lempira,15.2667,-83.7667,32.08,66,40,3.6,HN,1691358769
391,kenai,60.5544,-151.2583,19.05,77,75,5.14,US,1691358769
392,taishan,22.2514,112.7799,26.13,87,14,1.85,CN,1691358770
393,kaa-khem,51.6833,94.7333,13.67,89,88,1.69,RU,1691358770
394,aberdeen,57.1437,-2.0981,10.86,92,16,2.06,GB,1691358670
395,ilha solteira,-20.4328,-51.3425,26.87,24,0,2.62,BR,1691358771
396,bathsheba,13.2167,-59.5167,29.34,84,20,6.69,BB,1691358771
397,klaksvik,62.2266,-6.589,11.51,89,100,4.74,FO,1691358772
398,yecla,38.6137,-1.1147,21.4,84,0,1.81,ES,1691358772
399,nishinoomote,30.7333,131.0,27.71,90,99,12.45,JP,1691358548
400,dengi,9.3667,9.95,22.2,98,100,2.46,NG,1691358773
401,hengyang,26.8881,112.615,28.77,76,25,0.99,CN,1691358773
402,menderes,38.2496,27.1343,23.02,73,0,1.54,TR,1691358774
403,gebeit,21.0667,36.3167,31.57,32,20,3.16,SD,1691358774
404,kuala terengganu,5.3302,103.1408,24.97,94,20,1.54,MY,1691358539
405,taltal,-25.4,-70.4833,17.42,73,6,2.63,CL,1691358775
406,dawei,14.0833,98.2,24.78,94,100,2.92,MM,1691358573
407,bonny,4.4522,7.1681,25.11,81,100,4.64,NG,1691358775
408,gweru,-19.45,29.8167,12.23,75,25,3.92,ZW,1691358673
409,barsi,18.2333,75.7,23.01,84,100,4.17,IN,1691358776
410,tari,12.4086,4.4914,24.96,87,99,4.22,NG,1691358777
411,katsuura,35.1333,140.3,26.92,85,2,3.67,JP,1691358777
412,nyaunglebin,17.95,96.7333,23.75,98,100,1.64,MM,1691358777
413,kulhudhuffushi,6.6221,73.07,28.12,76,99,7.43,MV,1691358778
414,watseka,40.7762,-87.7364,27.21,73,100,0.89,US,1691358779
415,ouesso,1.6136,16.0517,22.13,95,97,1.34,CG,1691358660
416,grand falls-windsor,48.9332,-55.6649,12.15,97,100,3.36,CA,1691358780
417,babana,10.4295,3.815,23.0,96,100,2.69,NG,1691358780
418,wabash,40.7978,-85.8205,22.29,93,100,5.38,US,1691358780
419,hat yai,7.0084,100.4767,26.1,89,75,1.03,TH,1691358643
420,fort bragg,35.139,-79.006,34.0,48,20,3.09,US,1691358534
421,sarangani,5.4033,125.4636,28.29,76,98,6.34,PH,1691358782
422,luganville,-15.5333,167.1667,24.4,80,76,5.15,VU,1691358782
423,gashua,12.871,11.0482,26.51,66,62,3.31,NG,1691358782
424,goure,13.9835,10.2704,25.81,69,24,3.72,NE,1691358783
425,skowhegan,44.7651,-69.7192,26.28,45,5,3.4,US,1691358783
426,penrith,54.6658,-2.7576,14.19,90,17,0.9,GB,1691358784
427,weyburn,49.6668,-103.8511,24.12,33,10,3.6,CA,1691358785
428,troitskoye,52.9821,84.6757,13.78,62,0,2.87,RU,1691358785
429,sisimiut,66.9395,-53.6735,9.38,69,21,3.28,GL,1691358786
430,attapeu,14.8,106.8333,23.2,99,100,0.91,LA,1691358786
431,sogndal,61.2283,7.1003,14.21,93,40,0.0,NO,1691358786
432,southside,33.9245,-86.0225,32.95,62,20,5.66,US,1691358787
433,letlhakane,-21.4167,25.5833,13.58,53,13,4.35,BW,1691358787
434,belo sur tsiribihina,-19.7,44.55,19.22,86,1,1.64,MG,1691358648
435,ha dong,20.9725,105.7772,26.01,94,100,1.49,VN,1691358742
436,prado,-17.3411,-39.2208,22.14,77,98,3.45,BR,1691358613
437,pittsburg,38.028,-121.8847,40.42,25,0,1.79,US,1691358789
438,nenjiang,49.1833,125.2167,16.73,62,100,1.28,CN,1691358789
439,afua,-0.1567,-50.3867,26.89,80,24,3.33,BR,1691358789
440,aral,40.5156,81.2636,27.66,29,42,3.77,CN,1691358790
441,lower hutt,-41.2167,174.9167,12.69,90,100,7.72,NZ,1691358790
442,taslicay,39.6336,43.375,21.13,46,83,1.83,TR,1691358791
443,kaiapoi,-43.3783,172.6401,10.04,91,5,1.54,NZ,1691358791
444,zeya,53.75,127.2667,18.21,55,80,0.89,RU,1691358792
445,tucuma,-0.1833,-50.05,26.98,80,30,4.57,BR,1691358792
446,north platte,41.1239,-100.7654,26.18,50,14,6.26,US,1691358793
447,brak,27.5496,14.2714,32.36,28,0,9.66,LY,1691358794
448,mesyagutovo,55.5303,58.2528,15.99,93,0,1.69,RU,1691358795
449,sao tome,0.3365,6.7273,24.2,76,55,3.79,ST,1691358608
450,brisas de zicatela,15.8369,-97.0419,31.15,63,10,3.09,MX,1691358796
451,al bawiti,28.3492,28.8659,31.11,28,0,5.11,EG,1691358796
452,tarfaya,27.9358,-12.9218,21.62,89,17,4.25,MA,1691358796
453,fengrun,39.8333,118.1167,22.52,78,99,0.76,CN,1691358797
454,bonthe,7.5264,-12.505,25.55,80,92,2.94,SL,1691358797
455,weno,7.4515,151.8468,28.41,76,100,9.91,FM,1691358797
456,miyako,39.6367,141.9525,26.33,86,100,3.85,JP,1691358798
457,tandil,-37.3217,-59.1332,9.82,49,4,5.32,AR,1691358798
458,dongsheng,39.8161,109.9776,22.37,53,49,3.41,CN,1691358799
459,tucurui,-3.7661,-49.6725,30.14,44,46,0.61,BR,1691358799
460,ishigaki,24.3448,124.1572,28.07,94,100,2.57,JP,1691358799
461,smithers,54.7804,-127.1743,26.18,38,75,2.57,CA,1691358800
462,yamada,39.4667,141.95,26.43,87,100,4.19,JP,1691358645
463,ormara,25.2088,64.6357,27.16,83,100,7.25,PK,1691358801
464,sorong,-0.8833,131.25,25.44,86,71,7.13,ID,1691358801
465,valparaiso,-33.0393,-71.6273,18.13,75,40,3.6,CL,1691358801
466,erseke,40.3378,20.6789,12.98,88,0,0.76,AL,1691358802
467,lata,40.1629,-8.3327,22.26,46,0,0.81,PT,1691358802
468,konstantinovka,49.6167,127.9833,17.25,62,87,0.32,RU,1691358803
469,kargopol',61.5071,38.9456,18.95,71,97,2.01,RU,1691358804
470,beroroha,-21.6667,45.1667,17.16,75,4,1.4,MG,1691358648
471,silver springs,29.1044,-82.0206,34.43,71,73,1.79,US,1691358805
472,geraldton,-28.7667,114.6,15.23,94,100,2.06,AU,1691358805
473,fonte boa,-2.4959,-66.2662,29.49,65,96,0.55,BR,1691358805
474,obidos,-1.9175,-55.5181,30.67,46,10,1.25,BR,1691358560
475,saynshand,44.8824,110.1163,21.87,51,83,5.6,MN,1691358773
476,keetmanshoop,-26.5833,18.1333,20.51,22,0,4.63,NA,1691358650
477,keren,15.7778,38.4581,21.44,79,42,1.73,ER,1691358565
478,kamina,-8.7386,24.9906,19.2,37,0,1.41,CD,1691358565
479,lagunas,-5.2269,-75.6753,30.63,57,39,1.79,PE,1691358808
480,saint-pierre,-21.3393,55.4781,20.82,78,0,10.8,RE,1691358808
481,qom,34.6401,50.8764,33.2,20,97,6.3,IR,1691358808
482,lichinga,-13.3128,35.2406,15.05,82,0,5.14,MZ,1691358809
483,kirakira,-10.4544,161.9205,25.43,89,85,3.47,SB,1691358809
484,suizhou,31.7111,113.3631,25.54,91,9,2.48,CN,1691358809
485,malanje,-9.5402,16.341,20.03,27,0,0.43,AO,1691358810
486,northam,51.0333,-4.2167,15.37,89,4,4.05,GB,1691358810
487,conceicao do araguaia,-8.2578,-49.2647,30.35,28,14,1.86,BR,1691358811
488,singaraja,-8.112,115.0882,24.31,81,18,1.58,ID,1691358811
489,fisterra,42.9049,-9.2629,19.3,70,18,9.62,ES,1691358811
490,ixtapa,20.7,-105.2,29.66,82,99,2.01,MX,1691358578
491,ferkessedougou,9.6,-5.2,23.16,93,100,2.04,CI,1691358812
492,bandar-e genaveh,29.5791,50.517,33.59,61,42,0.27,IR,1691358813
493,boa vista,2.8197,-60.6733,32.99,52,40,4.12,BR,1691358813
494,crane,31.3974,-102.3501,40.66,15,0,7.27,US,1691358814
495,al kharijah,25.4514,30.5464,33.84,14,17,2.65,EG,1691358814
496,kapa'a,22.0752,-159.319,28.6,67,16,2.68,US,1691358814
497,alofi,-19.0595,-169.9187,23.94,94,89,2.57,NU,1691358815
498,martakert,40.2104,46.821,25.45,51,27,1.3,AZ,1691358815
499,nakambala,-15.8324,27.7799,15.86,71,1,3.09,ZM,1691358816
500,vilyuysk,63.7553,121.6247,15.24,61,67,2.14,RU,1691358816
501,castlebar,53.85,-9.3,13.66,91,53,1.61,IE,1691358816
502,mejit,10.2753,170.8646,28.42,78,96,9.53,MH,1691358817
503,lospalos,-8.5186,127.0025,19.89,80,7,3.95,TL,1691358817
504,mulayjah,27.271,48.4242,35.38,17,1,4.34,SA,1691358817
505,kolwezi,-10.7148,25.4667,16.23,46,0,2.04,CD,1691358818
506,christchurch,-43.5333,172.6333,9.95,90,6,1.54,NZ,1691358647
507,lorengau,-2.0226,147.2712,27.15,75,89,6.82,PG,1691358819
508,eravur town,7.7782,81.6038,26.03,83,100,3.49,LK,1691358819
509,laishevo,55.4046,49.5504,18.12,73,0,3.46,RU,1691358820
510,lyantonde,-0.4031,31.1572,19.99,51,62,0.73,UG,1691358820
511,mount gambier,-37.8333,140.7667,4.96,93,3,0.95,AU,1691358821
512,hotan,37.0997,79.9269,25.09,39,85,0.83,CN,1691358821
513,atar,20.5169,-13.0499,33.68,11,18,3.26,MR,1691358822
514,mathba,22.2855,89.9629,26.62,90,100,4.02,BD,1691358822
515,kavaratti,10.5669,72.642,28.14,73,49,9.05,IN,1691358822
516,itabira,-19.6192,-43.2269,16.17,69,36,1.6,BR,1691358679
517,altagracia de orituco,9.8601,-66.3814,27.09,82,52,0.57,VE,1691358823
518,sao vicente,-23.9631,-46.3919,32.1,56,0,2.06,BR,1691358824
519,chonchi,-42.6128,-73.8092,8.56,91,47,0.5,CL,1691358824
520,mahibadhoo,3.7833,72.9667,28.39,77,100,5.41,MV,1691358532
521,susuman,62.7833,148.1667,4.3,83,100,2.95,RU,1691358825
522,calintaan,12.5667,120.9333,26.43,87,36,4.19,PH,1691358825
523,bredy,52.4153,60.3411,16.41,93,78,4.17,RU,1691358825
524,mugia,43.1041,-9.2179,19.39,74,26,11.38,ES,1691358826
525,alaghsas,17.0187,8.0168,28.88,47,87,7.69,NE,1691358826
526,n'dalatando,-9.2978,14.9116,17.87,81,0,1.45,AO,1691358827
527,ilovlya,49.3033,43.9796,28.07,39,0,7.02,RU,1691358827
528,camiri,-20.05,-63.5167,34.88,23,0,1.54,BO,1691358743
529,savino,56.5929,41.2181,19.53,77,0,2.08,RU,1691358828
530,siwa oasis,29.2041,25.5195,32.68,41,0,5.26,EG,1691358828
531,sao felix do xingu,-6.6447,-51.995,30.56,31,24,1.1,BR,1691358828
532,gao,16.6362,1.637,30.5,51,87,6.52,ML,1691358829
533,hammerfest,70.6634,23.6821,11.25,82,0,3.6,NO,1691358829
534,peace river,56.2501,-117.286,27.17,44,40,4.63,CA,1691358830
535,marau,-28.4492,-52.2,23.97,83,0,1.48,BR,1691358830
536,al qitena,14.8648,32.3668,30.41,42,27,2.84,SD,1691358830
537,boali,4.8005,18.1275,22.11,95,100,1.32,CF,1691358831
538,morondava,-20.2833,44.2833,21.28,60,1,4.09,MG,1691358648
539,altamira,-3.2033,-52.2064,33.05,52,20,2.57,BR,1691358832
540,vinchia,22.2,71.3667,25.47,82,98,7.74,IN,1691358833
541,sola,-13.8833,167.55,25.09,77,97,9.01,VU,1691358833
542,chibougamau,49.9168,-74.3659,21.79,53,75,4.63,CA,1691358833
543,besisahar,28.2313,84.3761,23.19,90,100,1.01,NP,1691358834
544,tofol,5.3248,163.0078,28.69,69,86,5.44,FM,1691358834
545,berlin,52.5244,13.4105,16.08,92,75,3.58,DE,1691358662
546,svetlyy,54.675,20.1347,20.54,85,77,5.9,RU,1691358835
547,solnechnyy,50.7214,136.6319,19.03,49,0,0.46,RU,1691358835
548,omdurman,15.6445,32.4777,31.86,40,12,2.85,SD,1691358836
549,xining,36.6167,101.7667,11.46,84,6,1.18,CN,1691358837
550,lensk,60.7253,114.9278,18.02,91,100,0.59,RU,1691358803
551,bikenibeu village,1.3673,173.1241,28.98,84,40,1.03,KI,1691358838
552,puerto san jose,13.9256,-90.8244,31.72,68,4,5.6,GT,1691358808
553,poli,-3.3333,36.8,14.09,85,87,3.27,TZ,1691358838
554,salalah,17.0151,54.0924,24.18,95,100,2.9,OM,1691358839
555,ash shatrah,31.4117,46.1742,37.1,16,0,3.82,IQ,1691358839
556,korla,41.7597,86.1469,29.08,26,36,5.47,CN,1691358630
557,wurtulla,-26.7568,153.1256,15.59,88,47,1.34,AU,1691358840
558,brokopondo,4.75,-55.1667,30.73,61,32,1.14,SR,1691358840
559,hell-ville,-13.4,48.2667,24.94,67,39,1.42,MG,1691358841
560,jolo,6.05,121.0167,25.49,88,17,1.42,PH,1691358841
561,shimoda,34.6667,138.95,26.17,82,68,2.44,JP,1691358658
562,san luis,-33.295,-66.3356,16.02,19,2,6.54,AR,1691358842
563,olinda,-8.0089,-34.8553,23.85,94,100,7.2,BR,1691358842
564,ilhabela,-23.7781,-45.3581,20.32,90,1,3.05,BR,1691358843
565,codrington,-38.2667,141.9667,5.91,90,2,2.15,AU,1691358843
566,baotou,40.6522,109.8222,25.28,46,1,1.15,CN,1691358844
567,belmonte,-15.8631,-38.8828,22.24,77,2,3.8,BR,1691358844
568,yar,58.249,52.1026,15.34,88,64,2.39,RU,1691358844
569,scottburgh,-30.2867,30.7532,15.97,61,0,2.57,ZA,1691358845
570,bartica,6.4,-58.6167,31.18,80,68,1.87,GY,1691358711
571,camayenne,9.535,-13.6878,26.05,89,75,4.12,GN,1691358846
572,plouzane,48.3833,-4.6167,14.03,94,20,3.6,FR,1691358846
573,prata,-19.3072,-48.9242,24.51,22,0,3.21,BR,1691358560
574,san-pedro,4.7485,-6.6363,23.91,91,44,2.26,CI,1691358847
575,mahalapye,-23.1041,26.8142,13.73,49,0,1.07,BW,1691358847
576,rawlins,41.7911,-107.2387,22.3,30,68,3.37,US,1691358848
577,al hindiyah,32.5433,44.2225,35.33,20,0,4.9,IQ,1691358849
578,cabedelo,-6.9811,-34.8339,24.37,86,41,7.04,BR,1691358849
579,sanctuary point,-35.1114,150.629,12.64,80,83,3.15,AU,1691358850
580,katsuren-haebaru,26.3369,127.8719,27.01,94,100,11.32,JP,1691358850
581,sandpoint,48.2766,-116.5533,28.71,42,0,2.24,US,1691358850
582,mossel bay,-34.1831,22.146,10.96,83,0,1.73,ZA,1691358851
583,nieuw amsterdam,5.8833,-55.0833,30.01,81,26,5.05,SR,1691358721
584,soio,-6.1349,12.3689,21.94,92,4,4.13,AO,1691358852
585,carloforte,39.145,8.3058,22.58,65,0,7.79,IT,1691358852
586,vodnyy,63.5046,53.4095,15.03,97,7,2.34,RU,1691358852
587,nova sintra,14.8667,-24.7167,22.84,80,63,4.81,CV,1691358853
588,yuzhno-kurilsk,44.0306,145.8556,14.61,97,100,3.03,RU,1691358853
589,ad-damazin,11.7891,34.3592,23.19,85,86,3.56,SD,1691358853
590,san luis ixcan,15.7872,-91.095,32.29,49,4,1.66,GT,1691358854
591,villa ocampo,-28.4875,-59.3551,28.47,33,1,2.61,AR,1691358854
592,barysaw,54.2312,28.5049,26.16,55,0,8.31,BY,1691358855
593,martuk,50.7475,56.5056,20.88,53,49,4.02,KZ,1691358855
594,williams lake,52.1415,-122.1445,32.81,23,75,5.14,CA,1691358855
595,okhotsk,59.3833,143.3,15.8,67,68,4.26,RU,1691358856
596,puerto rico,-26.796,-55.024,22.06,54,0,1.48,AR,1691358856
